Z,RC20,RC40,RC60,RC80,RC100,RC120,A20,A40,A60,A80,A100,A120
3300,-66.38693367,-33.05439218,0,32.6766153,65.28371208,97.51765752,2.3177E-06,1.15399E-06,0,1.1408E-06,2.27918E-06,3.40453E-06
3307.5,-66.39005734,-33.05749877,0,32.78034764,65.29899292,97.54501414,2.324E-06,1.15718E-06,0,1.14748E-06,2.2858E-06,3.41458E-06
3315,-66.39329613,-33.06072034,0,32.77678126,65.31484645,97.57340028,2.33217E-06,1.16131E-06,0,1.15134E-06,2.29429E-06,3.42742E-06
3322.5,-66.39663529,-33.06404219,0,32.90349535,65.33119993,97.60268542,2.34206E-06,1.16629E-06,0,1.16063E-06,2.30447E-06,3.44281E-06
3330,-66.40003874,-33.06742834,0,32.73627339,65.34787503,97.63254951,2.35313E-06,1.17187E-06,0,1.16013E-06,2.31584E-06,3.45997E-06
3337.5,-66.40352888,-33.07090113,0,32.70530959,65.36498262,97.66319164,2.36581E-06,1.17824E-06,0,1.16522E-06,2.32881E-06,3.47953E-06
3345,-66.40708873,-33.07444364,0,32.82057524,65.38243884,97.69446131,2.37989E-06,1.18532E-06,0,1.17622E-06,2.34316E-06,3.50116E-06
3352.5,-66.41074101,-33.07807853,0,32.83212591,65.40035628,97.72656069,2.39581E-06,1.19331E-06,0,1.18444E-06,2.35936E-06,3.52555E-06
3360,-66.41446837,-33.08178851,0,32.75379013,65.41864919,97.7593359,2.41337E-06,1.20212E-06,0,1.19021E-06,2.37718E-06,3.55237E-06
3367.5,-66.4182762,-33.08557896,0,32.79593419,65.43734432,97.79283505,2.43274E-06,1.21185E-06,0,1.20124E-06,2.39681E-06,3.58192E-06
3375,-66.42215702,-33.08944242,0,32.74111089,65.45640489,97.82699212,2.45391E-06,1.22246E-06,0,1.20959E-06,2.41823E-06,3.61413E-06
3382.5,-66.42608485,-33.09335299,0,32.82772985,65.47570229,97.86157627,2.47646E-06,1.23377E-06,0,1.22386E-06,2.44102E-06,3.64841E-06
3390,-66.43004618,-33.0972972,0,32.84928949,65.49516984,97.8964678,2.5002E-06,1.24567E-06,0,1.23634E-06,2.46502E-06,3.68449E-06
3397.5,-66.43404408,-33.10127809,0,32.80086614,65.51482268,97.93169392,2.52528E-06,1.25824E-06,0,1.24682E-06,2.49034E-06,3.72256E-06
3405,-66.43806722,-33.10528439,0,32.90130356,65.53460483,97.96715416,2.55152E-06,1.27139E-06,0,1.26356E-06,2.51682E-06,3.76237E-06
3412.5,-66.44208188,-33.10928245,0,32.97479124,65.55434938,98.00254878,2.57824E-06,1.28478E-06,0,1.27957E-06,2.54379E-06,3.80292E-06
3420,-66.44609791,-33.1132821,0,32.80619274,65.57410509,98.03796537,2.60569E-06,1.29854E-06,0,1.2865E-06,2.57149E-06,3.84456E-06
3427.5,-66.45008115,-33.11724926,0,32.84601193,65.59370273,98.07310003,2.63307E-06,1.31227E-06,0,1.30152E-06,2.59914E-06,3.88613E-06
3435,-66.45402019,-33.12117255,0,32.90375808,65.61308578,98.10785124,2.66009E-06,1.32581E-06,0,1.3171E-06,2.62642E-06,3.92716E-06
3442.5,-66.45790453,-33.12504148,0,32.99489616,65.63220217,98.14212546,2.6864E-06,1.339E-06,0,1.33374E-06,2.65302E-06,3.96716E-06
3450,-66.46173493,-33.12885681,0,32.92569065,65.65105558,98.17592928,2.71195E-06,1.35181E-06,0,1.34352E-06,2.67888E-06,4.00604E-06
3457.5,-66.4654734,-33.13258063,0,32.94833332,65.66945764,98.20892433,2.73564E-06,1.3637E-06,0,1.35612E-06,2.70288E-06,4.04217E-06
3465,-66.46912894,-33.13622193,0,32.863141,65.68745295,98.24119069,2.75756E-06,1.3747E-06,0,1.36337E-06,2.72513E-06,4.07566E-06
3472.5,-66.4727001,-33.13977923,0,32.87251618,65.70503408,98.27271496,2.77752E-06,1.38473E-06,0,1.37356E-06,2.74545E-06,4.10627E-06
3480,-66.47619486,-33.14326051,0,32.96964411,65.72224062,98.30356822,2.79564E-06,1.39383E-06,0,1.38653E-06,2.76393E-06,4.13413E-06
3487.5,-66.47960947,-33.14666201,0,32.97493054,65.73905378,98.33371665,2.81167E-06,1.40189E-06,0,1.39463E-06,2.78035E-06,4.1589E-06
3495,-66.48293223,-33.14997206,0,32.91243802,65.7554155,98.36305593,2.82514E-06,1.40868E-06,0,1.39859E-06,2.79422E-06,4.17985E-06
3502.5,-66.48618405,-33.15321151,0,32.94554012,65.7714293,98.39177196,2.83657E-06,1.41445E-06,0,1.40559E-06,2.80608E-06,4.1978E-06
3510,-66.48936689,-33.15638232,0,32.88745513,65.78710492,98.41988221,2.84595E-06,1.4192E-06,0,1.40769E-06,2.81589E-06,4.21268E-06
3517.5,-66.49249126,-33.15949497,0,32.91306527,65.80249431,98.44747994,2.85354E-06,1.42305E-06,0,1.41247E-06,2.82393E-06,4.2249E-06
3525,-66.49555447,-33.16254678,0,33.02898404,65.81758412,98.47454117,2.85919E-06,1.42593E-06,0,1.42019E-06,2.83003E-06,4.23422E-06
3532.5,-66.49859589,-33.16557702,0,32.98877706,65.83256958,98.5014166,2.86418E-06,1.42848E-06,0,1.42087E-06,2.83549E-06,4.24258E-06
3540,-66.50160909,-33.16857929,0,32.99018833,65.84741878,98.5280489,2.86828E-06,1.43059E-06,0,1.4229E-06,2.84007E-06,4.24961E-06
3547.5,-66.50458876,-33.17154829,0,33.04299161,65.86210533,98.55439064,2.87127E-06,1.43215E-06,0,1.4266E-06,2.84353E-06,4.25499E-06
3555,-66.50754115,-33.17449025,0,32.95268641,65.87666025,98.58049752,2.87335E-06,1.43325E-06,0,1.42367E-06,2.84609E-06,4.25901E-06
3562.5,-66.51047206,-33.17741095,0,33.0807263,65.89111222,98.60642106,2.87471E-06,1.43399E-06,0,1.42981E-06,2.84794E-06,4.26196E-06
3570,-66.51338542,-33.18031433,0,33.05054865,65.90548079,98.63219638,2.87549E-06,1.43444E-06,0,1.42883E-06,2.84921E-06,4.26404E-06
3577.5,-66.51627508,-33.18319423,0,33.05905089,65.91973535,98.65776847,2.87543E-06,1.43447E-06,0,1.42911E-06,2.84964E-06,4.26487E-06
3585,-66.51914514,-33.18605475,0,33.09942263,65.93389627,98.6831739,2.87468E-06,1.43416E-06,0,1.43042E-06,2.84939E-06,4.26467E-06
3592.5,-66.52199613,-33.18889642,0,32.98622195,65.94796609,98.70841727,2.87325E-06,1.43351E-06,0,1.42476E-06,2.84845E-06,4.26346E-06
3600,-66.524824,-33.19171519,0,33.0980893,65.96192471,98.73346238,2.87095E-06,1.43243E-06,0,1.42839E-06,2.84666E-06,4.26096E-06
3607.5,-66.52762988,-33.19451218,0,33.06301978,65.97577767,98.75831923,2.86783E-06,1.43093E-06,0,1.42526E-06,2.84404E-06,4.25721E-06
3615,-66.53041909,-33.19729272,0,33.05640479,65.98955144,98.78303533,2.8641E-06,1.42912E-06,0,1.42306E-06,2.84081E-06,4.25255E-06
3622.5,-66.53319275,-33.20005791,0,33.07645162,66.00325147,98.80762051,2.85978E-06,1.42703E-06,0,1.42172E-06,2.83701E-06,4.24703E-06
3630,-66.53594466,-33.20280157,0,33.13655351,66.01684699,98.8320194,2.85461E-06,1.42451E-06,0,1.42167E-06,2.83234E-06,4.24022E-06
3637.5,-66.53868343,-33.20553229,0,33.03241156,66.03038072,98.85630882,2.84896E-06,1.42175E-06,0,1.41434E-06,2.8272E-06,4.23269E-06
3645,-66.54141255,-33.20825354,0,33.1302617,66.04386999,98.88051987,2.84299E-06,1.41883E-06,0,1.41549E-06,2.82173E-06,4.22468E-06
3652.5,-66.54412809,-33.21096141,0,33.06501339,66.05729522,98.90461738,2.8365E-06,1.41564E-06,0,1.40942E-06,2.81574E-06,4.21589E-06
3660,-66.54683966,-33.21366549,0,33.00222932,66.07070421,98.92868723,2.82994E-06,1.41243E-06,0,1.40344E-06,2.8097E-06,4.207E-06
3667.5,-66.54954739,-33.21636592,0,33.13031434,66.08409765,98.95273067,2.82334E-06,1.40919E-06,0,1.40554E-06,2.80359E-06,4.19803E-06
3675,-66.55225312,-33.21906452,0,33.06831904,66.09748452,98.97676385,2.81677E-06,1.40597E-06,0,1.39959E-06,2.79752E-06,4.1891E-06
3682.5,-66.55495008,-33.22175454,0,33.0206104,66.11083129,99.00072647,2.80988E-06,1.40259E-06,0,1.3941E-06,2.79113E-06,4.17971E-06
3690,-66.55763955,-33.22443725,0,33.17443024,66.12414419,99.02462975,2.80275E-06,1.39909E-06,0,1.39698E-06,2.7845E-06,4.16995E-06
3697.5,-66.56032111,-33.22711224,0,33.15156502,66.13742117,99.04846995,2.79535E-06,1.39545E-06,0,1.39227E-06,2.77759E-06,4.15976E-06
3705,-66.56299071,-33.22977545,0,33.1523584,66.15064202,99.07221075,2.78745E-06,1.39156E-06,0,1.38832E-06,2.77018E-06,4.14883E-06
3712.5,-66.56564232,-33.23242086,0,33.19323843,66.16377676,99.09579824,2.77871E-06,1.38725E-06,0,1.38561E-06,2.76193E-06,4.13664E-06
3720,-66.56827138,-33.23504391,0,33.09535112,66.17680254,99.11919131,2.76886E-06,1.38239E-06,0,1.37658E-06,2.75257E-06,4.12279E-06
3727.5,-66.57088196,-33.23764868,0,33.23233014,66.18973969,99.14242649,2.75812E-06,1.37708E-06,0,1.37686E-06,2.74233E-06,4.10761E-06
3735,-66.57346086,-33.24022196,0,33.06360651,66.20252239,99.16538542,2.74572E-06,1.37094E-06,0,1.36366E-06,2.73042E-06,4.08992E-06
3742.5,-66.5760041,-33.24275979,0,33.18181367,66.21513079,99.18803239,2.73139E-06,1.36384E-06,0,1.36134E-06,2.71658E-06,4.06935E-06
3750,-66.57850745,-33.24525793,0,33.21240902,66.22754369,99.21032923,2.71487E-06,1.35564E-06,0,1.3543E-06,2.70056E-06,4.0455E-06
3757.5,-66.58096402,-33.24770949,0,33.17507979,66.23972678,99.23221419,2.69573E-06,1.34614E-06,0,1.34319E-06,2.68192E-06,4.01772E-06
3765,-66.58336759,-33.25010825,0,33.0871667,66.25164887,99.25363118,2.6736E-06,1.33513E-06,0,1.32859E-06,2.66028E-06,3.98544E-06
3772.5,-66.58571478,-33.25245084,0,33.15737967,66.26329316,99.2745499,2.64828E-06,1.32253E-06,0,1.31875E-06,2.63546E-06,3.9484E-06
3780,-66.58800499,-33.25473664,0,33.1864921,66.27465642,99.29496453,2.61979E-06,1.30835E-06,0,1.30567E-06,2.60747E-06,3.90659E-06
3787.5,-66.59023224,-33.25695968,0,33.18951933,66.28570883,99.31482137,2.58782E-06,1.29243E-06,0,1.28981E-06,2.57599E-06,3.85956E-06
3795,-66.59239174,-33.25911517,0,33.17653455,66.29642632,99.33407709,2.55216E-06,1.27466E-06,0,1.27149E-06,2.54082E-06,3.80699E-06
3802.5,-66.59447777,-33.26119738,0,33.15912941,66.30678032,99.35268023,2.51256E-06,1.25492E-06,0,1.25107E-06,2.50171E-06,3.74851E-06
3810,-66.59648824,-33.26320421,0,33.13418522,66.31676023,99.37061164,2.46909E-06,1.23325E-06,0,1.22846E-06,2.45872E-06,3.6842E-06
3817.5,-66.59842087,-33.26513339,0,33.096738,66.32635453,99.38785057,2.42182E-06,1.20967E-06,0,1.20355E-06,2.41193E-06,3.61419E-06
3825,-66.60027738,-33.26698662,0,33.24909611,66.33557162,99.40441204,2.37114E-06,1.18439E-06,0,1.18375E-06,2.36171E-06,3.53904E-06
3832.5,-66.60205826,-33.26876437,0,33.12646247,66.34441377,99.42030008,2.31735E-06,1.15755E-06,0,1.1526E-06,2.30839E-06,3.45923E-06
3840,-66.60376103,-33.27046418,0,33.17216874,66.35286858,99.43549228,2.2606E-06,1.12923E-06,0,1.1259E-06,2.25208E-06,3.37494E-06
3847.5,-66.60537964,-33.27207998,0,33.16167375,66.36090555,99.44993374,2.20081E-06,1.09939E-06,0,1.09575E-06,2.19273E-06,3.28608E-06
3855,-66.60690959,-33.27360726,0,33.33354453,66.3685021,99.46358371,2.13808E-06,1.06808E-06,0,1.07001E-06,2.13043E-06,3.19278E-06
3862.5,-66.60835224,-33.27504738,0,33.15785152,66.37566488,99.47645412,2.07292E-06,1.03555E-06,0,1.0319E-06,2.06567E-06,3.0958E-06
3870,-66.6097073,-33.27640003,0,33.1049733,66.38239219,99.4885418,2.00572E-06,1.002E-06,0,9.96843E-07,1.99888E-06,2.99576E-06
3877.5,-66.61097462,-33.27766506,0,33.15904423,66.38868317,99.49984512,1.93691E-06,9.67648E-07,0,9.64199E-07,1.93045E-06,2.89326E-06
3885,-66.61216258,-33.27885084,0,33.26794891,66.39457938,99.5104388,1.86739E-06,9.32931E-07,0,9.32625E-07,1.86129E-06,2.78965E-06
3892.5,-66.61327733,-33.27996349,0,33.0921585,66.40011142,99.52037779,1.79781E-06,8.98187E-07,0,8.93118E-07,1.79206E-06,2.68594E-06
3900,-66.61432124,-33.2810054,0,33.18518451,66.40529096,99.52968304,1.72856E-06,8.63603E-07,0,8.61117E-07,1.72314E-06,2.58268E-06
